国家名称,指标名称,年份,数值
后人口红利,人口密度 (每平方公里土地面积的人数),1972,27.24809806
后人口红利,服务业等增加值（占GDP的百分比）,1972,
前人口红利,农业增加值（占GDP的百分比）,1972,
前人口红利,人均二氧化碳排放量 (公吨),1972,0.45828594337300005
前人口红利,金融部门提供的国内信贷（占GDP的百分比）,1972,16.46886824
前人口红利,人均电力消费量 (千瓦时),1972,105.30982536799999
前人口红利,能源使用量（每人当量千克石油）,1972,507.5162651
前人口红利,商品和服务出口（占GDP的百分比）,1972,20.635085436500002
前人口红利,总生育率，每位女性的出生数,1972,6.873364666950001
前人口红利,GDP增长率（年百分比）,1972,3.2240102950800003
前人口红利,商品和服务进口（占GDP的百分比）,1972,19.43642419
前人口红利,工业，增加值（占GDP的百分比）,1972,
前人口红利,通货膨胀率，GDP平减指数（年百分比）,1972,4.467523529559999
前人口红利,出生时预期寿命，总年数,1972,44.224249996400005
前人口红利,人口密度 (每平方公里土地面积的人数),1972,12.63667221
前人口红利,服务业等增加值（占GDP的百分比）,1972,
小国,农业增加值（占GDP的百分比）,1972,
小国,人均二氧化碳排放量 (公吨),1972,4.2609468690400005
小国,金融部门提供的国内信贷（占GDP的百分比）,1972,32.43468956
小国,人均电力消费量 (千瓦时),1972,
小国,能源使用量（每人当量千克石油）,1972,
小国,商品和服务出口（占GDP的百分比）,1972,
小国,总生育率，每位女性的出生数,1972,4.828630556
小国,GDP增长率（年百分比）,1972,
小国,商品和服务进口（占GDP的百分比）,1972,
小国,工业，增加值（占GDP的百分比）,1972,
小国,通货膨胀率，GDP平减指数（年百分比）,1972,
小国,出生时预期寿命，总年数,1972,58.901097847799996
小国,人口密度 (每平方公里土地面积的人数),1972,7.0802128051699995
小国,服务业等增加值（占GDP的百分比）,1972,
南亚,农业增加值（占GDP的百分比）,1972,41.352442846399995
南亚,人均二氧化碳排放量 (公吨),1972,0.32917498622900004
南亚,金融部门提供的国内信贷（占GDP的百分比）,1972,29.29764779
南亚,人均电力消费量 (千瓦时),1972,89.24227272879999
南亚,能源使用量（每人当量千克石油）,1972,254.5221141
南亚,商品和服务出口（占GDP的百分比）,1972,5.3627654181099995
南亚,总生育率，每位女性的出生数,1972,5.676891233
南亚,GDP增长率（年百分比）,1972,-1.593367454
南亚,商品和服务进口（占GDP的百分比）,1972,6.180620681640001
南亚,工业，增加值（占GDP的百分比）,1972,20.26967412
南亚,通货膨胀率，GDP平减指数（年百分比）,1972,8.966860024
南亚,出生时预期寿命，总年数,1972,49.26691636
南亚,人口密度 (每平方公里土地面积的人数),1972,156.1188724
南亚,服务业等增加值（占GDP的百分比）,1972,38.377883032199996
南亚（IDA和IBRD国家）,农业增加值（占GDP的百分比）,1972,41.352442846399995
南亚（IDA和IBRD国家）,人均二氧化碳排放量 (公吨),1972,0.32917498622900004
南亚（IDA和IBRD国家）,金融部门提供的国内信贷（占GDP的百分比）,1972,29.29764779
南亚（IDA和IBRD国家）,人均电力消费量 (千瓦时),1972,89.24227272879999
南亚（IDA和IBRD国家）,能源使用量（每人当量千克石油）,1972,254.5221141
南亚（IDA和IBRD国家）,商品和服务出口（占GDP的百分比）,1972,5.3627654181099995
南亚（IDA和IBRD国家）,总生育率，每位女性的出生数,1972,5.676891233
南亚（IDA和IBRD国家）,GDP增长率（年百分比）,1972,-1.593367454
南亚（IDA和IBRD国家）,商品和服务进口（占GDP的百分比）,1972,6.180620681640001
南亚（IDA和IBRD国家）,工业，增加值（占GDP的百分比）,1972,20.26967412
南亚（IDA和IBRD国家）,通货膨胀率，GDP平减指数（年百分比）,1972,8.966860024
南亚（IDA和IBRD国家）,出生时预期寿命，总年数,1972,49.26691636
南亚（IDA和IBRD国家）,人口密度 (每平方公里土地面积的人数),1972,156.1188724
南亚（IDA和IBRD国家）,服务业等增加值（占GDP的百分比）,1972,38.377883032199996
撒哈拉以南非洲,农业增加值（占GDP的百分比）,1972,
撒哈拉以南非洲,人均二氧化碳排放量 (公吨),1972,0.8925312386130001
撒哈拉以南非洲,金融部门提供的国内信贷（占GDP的百分比）,1972,44.43720193
撒哈拉以南非洲,人均电力消费量 (千瓦时),1972,347.35675056800005
撒哈拉以南非洲,能源使用量（每人当量千克石油）,1972,659.8774837130001
撒哈拉以南非洲,商品和服务出口（占GDP的百分比）,1972,20.96804141
撒哈拉以南非洲,总生育率，每位女性的出生数,1972,6.764399068
撒哈拉以南非洲,GDP增长率（年百分比）,1972,2.661947589
撒哈拉以南非洲,商品和服务进口（占GDP的百分比）,1972,21.716760601199997
撒哈拉以南非洲,工业，增加值（占GDP的百分比）,1972,
撒哈拉以南非洲,通货膨胀率，GDP平减指数（年百分比）,1972,5.435454876790001
撒哈拉以南非洲,出生时预期寿命，总年数,1972,45.11615973
撒哈拉以南非洲,人口密度 (每平方公里土地面积的人数),1972,13.046479978099999
撒哈拉以南非洲,服务业等增加值（占GDP的百分比）,1972,
撒哈拉以南非洲（不含高收入国家）,农业增加值（占GDP的百分比）,1972,
撒哈拉以南非洲（不含高收入国家）,人均二氧化碳排放量 (公吨),1972,0.8925594017039999
撒哈拉以南非洲（不含高收入国家）,金融部门提供的国内信贷（占GDP的百分比）,1972,44.44932083
撒哈拉以南非洲（不含高收入国家）,人均电力消费量 (千瓦时),1972,347.35675056800005
撒哈拉以南非洲（不含高收入国家）,能源使用量（每人当量千克石油）,1972,659.8774837130001
撒哈拉以南非洲（不含高收入国家）,商品和服务出口（占GDP的百分比）,1972,20.96804141
撒哈拉以南非洲（不含高收入国家）,总生育率，每位女性的出生数,1972,6.764399068
撒哈拉以南非洲（不含高收入国家）,GDP增长率（年百分比）,1972,2.659789455
撒哈拉以南非洲（不含高收入国家）,商品和服务进口（占GDP的百分比）,1972,21.716760601199997
撒哈拉以南非洲（不含高收入国家）,工业，增加值（占GDP的百分比）,1972,
撒哈拉以南非洲（不含高收入国家）,通货膨胀率，GDP平减指数（年百分比）,1972,5.317226078
撒哈拉以南非洲（不含高收入国家）,出生时预期寿命，总年数,1972,45.11615973
撒哈拉以南非洲（不含高收入国家）,人口密度 (每平方公里土地面积的人数),1972,13.04436176
撒哈拉以南非洲（不含高收入国家）,服务业等增加值（占GDP的百分比）,1972,
撒哈拉以南非洲（IDA和IBRD国家）,农业增加值（占GDP的百分比）,1972,
撒哈拉以南非洲（IDA和IBRD国家）,人均二氧化碳排放量 (公吨),1972,0.8925312386130001
撒哈拉以南非洲（IDA和IBRD国家）,金融部门提供的国内信贷（占GDP的百分比）,1972,44.43720193
撒哈拉以南非洲（IDA和IBRD国家）,人均电力消费量 (千瓦时),1972,347.35675056800005
撒哈拉以南非洲（IDA和IBRD国家）,能源使用量（每人当量千克石油）,1972,659.8774837130001
撒哈拉以南非洲（IDA和IBRD国家）,商品和服务出口（占GDP的百分比）,1972,20.96804141
撒哈拉以南非洲（IDA和IBRD国家）,总生育率，每位女性的出生数,1972,6.764399068
撒哈拉以南非洲（IDA和IBRD国家）,GDP增长率（年百分比）,1972,2.661947589
撒哈拉以南非洲（IDA和IBRD国家）,商品和服务进口（占GDP的百分比）,1972,21.716760601199997
撒哈拉以南非洲（IDA和IBRD国家）,工业，增加值（占GDP的百分比）,1972,
撒哈拉以南非洲（IDA和IBRD国家）,通货膨胀率，GDP平减指数（年百分比）,1972,5.435454876790001
撒哈拉以南非洲（IDA和IBRD国家）,出生时预期寿命，总年数,1972,45.11615973
撒哈拉以南非洲（IDA和IBRD国家）,人口密度 (每平方公里土地面积的人数),1972,13.046479978099999
撒哈拉以南非洲（IDA和IBRD国家）,服务业等增加值（占GDP的百分比）,1972,
中上收入,农业增加值（占GDP的百分比）,1972,23.79485452
中上收入,人均二氧化碳排放量 (公吨),1972,2.108560879
中上收入,金融部门提供的国内信贷（占GDP的百分比）,1972,
中上收入,人均电力消费量 (千瓦时),1972,326.8928637
中上收入,能源使用量（每人当量千克石油）,1972,614.5213268
中上收入,商品和服务出口（占GDP的百分比）,1972,8.843215043
中上收入,总生育率，每位女性的出生数,1972,4.719972392
中上收入,GDP增长率（年百分比）,1972,7.7027576924000005
中上收入,商品和服务进口（占GDP的百分比）,1972,8.877761651
中上收入,工业，增加值（占GDP的百分比）,1972,38.75868572
中上收入,通货膨胀率，GDP平减指数（年百分比）,1972,7.044071716
中上收入,出生时预期寿命，总年数,1972,61.388847062299995
中上收入,人口密度 (每平方公里土地面积的人数),1972,25.46904125
中上收入,服务业等增加值（占GDP的百分比）,1972,37.44488787
世界,农业增加值（占GDP的百分比）,1972,
世界,人均二氧化碳排放量 (公吨),1972,4.155405623
世界,金融部门提供的国内信贷（占GDP的百分比）,1972,88.18556205
世界,人均电力消费量 (千瓦时),1972,1274.189751
世界,能源使用量（每人当量千克石油）,1972,1371.058024
世界,商品和服务出口（占GDP的百分比）,1972,13.81176771
世界,总生育率，每位女性的出生数,1972,4.547083882
世界,GDP增长率（年百分比）,1972,5.683780436
世界,商品和服务进口（占GDP的百分比）,1972,13.38666438
世界,工业，增加值（占GDP的百分比）,1972,
世界,通货膨胀率，GDP平减指数（年百分比）,1972,6.350062031
世界,出生时预期寿命，总年数,1972,59.56773863
世界,人口密度 (每平方公里土地面积的人数),1972,29.59980891
世界,服务业等增加值（占GDP的百分比）,1972,
阿富汗,农业增加值（占GDP的百分比）,1972,
阿富汗,人均二氧化碳排放量 (公吨),1972,0.130820142
阿富汗,金融部门提供的国内信贷（占GDP的百分比）,1972,18.88083314
阿富汗,人均电力消费量 (千瓦时),1972,
阿富汗,能源使用量（每人当量千克石油）,1972,
阿富汗,商品和服务出口（占GDP的百分比）,1972,14.763231241600002
阿富汗,总生育率，每位女性的出生数,1972,7.45
阿富汗,GDP增长率（年百分比）,1972,
阿富汗,商品和服务进口（占GDP的百分比）,1972,18.105849793599997
阿富汗,工业，增加值（占GDP的百分比）,1972,
阿富汗,通货膨胀率，GDP平减指数（年百分比）,1972,
阿富汗,出生时预期寿命，总年数,1972,37.61014634
阿富汗,人口密度 (每平方公里土地面积的人数),1972,17.94702693
阿富汗,服务业等增加值（占GDP的百分比）,1972,
阿尔巴尼亚,农业增加值（占GDP的百分比）,1972,
阿尔巴尼亚,人均二氧化碳排放量 (公吨),1972,2.515914398
阿尔巴尼亚,金融部门提供的国内信贷（占GDP的百分比）,1972,
阿尔巴尼亚,人均电力消费量 (千瓦时),1972,568.4032016030001
阿尔巴尼亚,能源使用量（每人当量千克石油）,1972,865.5924812
阿尔巴尼亚,商品和服务出口（占GDP的百分比）,1972,
阿尔巴尼亚,总生育率，每位女性的出生数,1972,4.6419999999999995
阿尔巴尼亚,GDP增长率（年百分比）,1972,
阿尔巴尼亚,商品和服务进口（占GDP的百分比）,1972,
阿尔巴尼亚,工业，增加值（占GDP的百分比）,1972,
阿尔巴尼亚,通货膨胀率，GDP平减指数（年百分比）,1972,
阿尔巴尼亚,出生时预期寿命，总年数,1972,67.58595122
阿尔巴尼亚,人口密度 (每平方公里土地面积的人数),1972,81.86591241
阿尔巴尼亚,服务业等增加值（占GDP的百分比）,1972,
阿尔及利亚,农业增加值（占GDP的百分比）,1972,8.420845701
阿尔及利亚,人均二氧化碳排放量 (公吨),1972,1.8436237143599998
阿尔及利亚,金融部门提供的国内信贷（占GDP的百分比）,1972,55.748144619499996
